https://cellbank.co.jp/assets/images/under/search/clinic/hokkaido/rederm-sapporo.jpg,RDクリニック札幌,北海道,札幌市中央区大通西1-14-2 桂和大通ビル50 3F,0120-500-003,10:00～19:00,肌の再生医療,https://www.rederm.com/clinic/sapporo.php,none
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/azabu10-mskinclinic.jpg,麻布十番えむスキンクリニック,関東,東京都港区麻布十番4-1-9 麻布十番エムビル7F,03-6453-6558,10:00～18:00,肌の再生医療,https://www.azabu10-mskinclinic.com/regenerative-medicine,https://youtu.be/Z4LOYV6dqAI
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/ozaki-cellclinic.jpg,オザキクリニックLUXE新宿,関東,東京都新宿区歌舞伎町1-1-17 エキニア新宿ビル7F,0120-565-449,10:00～19:00,肌の再生医療  肌の再生医療  肌の再生医療,https://www.ozaki-clinic.com/menu/face-regeneration/fibroblasts/,https://youtu.be/21Zwb-MbrRo
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/oracleclinic.jpg,オラクル美容皮膚科 東京新宿院,関東,東京都新宿区新宿3-19-4 MLJ新宿 8F,0120-905-696,11:00～20:00（土日祝 10:00～19:00）,肌の再生医療,https://www.oracleclinic.jp/care/cellbank/,none
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/bespoke-clinic.jpg,美容外科・形成外科ビスポーククリニック 東京院,関東,東京都目黒区青葉台1-2-5 レジーナ代官山2F,0120-394-412,10:00～19:00,肌の再生医療,https://bespoke-clinic.jp/face/skin/reborn/,https://www.youtube.com/watch?v=WxBxqELDYRQ
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/biyou-saisei.jpg,銀座美容メディカルクリニック,関東,東京都中央区銀座6-12-12 サクラマークス銀座612 8F,03-6264-6330,10:00～19:00,肌の再生医療,https://biyou-saisei.com/regenerative-medicine/fibroblast,none
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/j-yoshida.jpg,J.YOSHIDA CLINIC,関東,東京都渋谷区恵比寿1-21-8 VORT恵比寿III 5F,0120-013-078,10:00～19:00,肌の再生医療,https://www.j-yoshida.jp/,none
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/four-seasons.jpg,フォーシーズンズ美容皮膚科 東京竹芝院,関東,東京都港区海岸1-10-30 アトレ竹芝タワー棟3F,0120-086-908,10:00～22:00,肌の再生医療,https://tokyo.four-seasons.jp/saisei/,none
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/natucli.jpg,ナチュラルハーモニークリニック表参道,関東,東京都渋谷区神宮前6-25-14 神宮前メディアスクエアビル5F,0800-800-4977,10:00～19:00,肌の再生医療,https://natucli.com/cell/fibroblasts/,none
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/shirokane-biyou.jpg,白金坂の上診療所,関東,東京都港区白金台4-7-8 2F,03-3447-3377,9:00～19:00,肌の再生医療,https://shirokane-biyou.com/,https://youtu.be/TAOBCvp9Crc
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/tokyo-biyou.jpg,東京形成美容外科 銀座院,関東,東京都中央区銀座3-7-16 銀座NSビル 5F,0800-080-2784,10:00～19:00,肌の再生医療  肌の再生医療  肌の再生医療  肌の再生医療,https://tokyo-biyou.com/,https://youtu.be/Bmai5hs3l1g
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/senshin-clinic.jpg,SENSHIN CLINIC,関東,東京都港区南青山3-1-30 PASONA SQUARE 3F,03-6384-5435,10:00～19:00,肌の再生医療  肌の再生医療  肌の再生医療,https://senshin-clinic.com/,none
https://cellbank.co.jp/assets/images/under/search/clinic/kanto/tokyo-jointclinic.jpg,東京ひざクリニック銀座院,関東,東京都中央区銀座5-9-15 銀座清月堂ビル 5F,0120-961-498,9:00～18:00,ひざの再生医療,https://tokyo-jointclinic.jp/menu/,none
