医療法人社団菫会　目黒病院,東京都目黒区中央町２-１２-６,東京都,岡　潔,自己多血小板血漿(PRP)を用いた整形外科領域における軟部組織治療,医療法人清悠会認定再生医療等委員会,四肢 (手/腕/足/肘/膝/関節/など),濃縮した血小板を用いる治療,治療
医療法人再生未来　サイエンスクリニック,"東京都港区南麻布5-10-26 ORE広尾ビル6F,7F",東京都,長島　郁雄,活性化Tリンパ球を用いたがん治療及び予防を目的とする治療（活性化Tリンパ球療法）,日本肌再生医学会認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
プルミエールクリニック,東京都千代田区九段南3-2-12,東京都,星野　泰三,活性化自己リンパ球（特殊型リンパ球）を用いたがん予防のための治療,プルミエールクリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
東京早稲田クリニック,東京都新宿区高田馬場1-1-1　メトロシティ西早稲田３階,東京都,清水　昭男,活性化自己リンパ球による悪性腫瘍の治療,横浜鶴ヶ峰病院認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
医療法人黒沢クリニック,神奈川県横須賀市久里浜4－15－7ＫＨビル2階,神奈川,黒澤　治樹,活性化自己リンパ球を用いたがん免疫療法,希望クリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
医療法人社団尽徳会　県西在宅クリニック,茨城県古河市関戸1635,茨城県,岩本　将人,活性化自己リンパ球を用いたがん免疫療法,希望クリニック認定再生医療等委員会,その他 (がん・腫瘍/免疫/アレルギー/こころ/など),免疫細胞を用いる治療,治療
東京美容外科新宿院,東京都新宿区西新宿6丁目5-1 新宿アイランドタワー3階,東京都,小野 准平,強度・弾力性を失った皮膚の改善を目的とする自家多血小板血漿(PRP)療法,日本美容外科医師会認定再生医療等委員会,全身 (神経/皮膚/血液/筋肉/骨/リンパ/など),濃縮した血小板を用いる治療,治療
順天堂大学医学部附属練馬病院,東京都東京都練馬区高野台3−1−10,東京都,児島　邦明,自家多血小板血漿(Platelet-rich plasma:PRP)を用いた腱付着部炎・腱障害・筋損傷・靭帯損傷(関節外に限る)治療,特定非営利活動法人先端医療推進機構 認定再生医療等委員会名古屋,四肢 (手/腕/足/肘/膝/関節/など),濃縮した血小板を用いる治療,治療
医療法人社団SMILE LAND　BIANCA CLINIC,東京都中央区銀座１－５－６ 銀座レンガ通り福神ビル４・６F,東京都,堀田　和亮,PRP(多血小板血漿Platelet Rich Plasma)を用いた皮膚の再生を目的とした再生医療,日本先進医療医師会再生医療等委員会,全身 (神経/皮膚/血液/筋肉/骨/リンパ/など),濃縮した血小板を用いる治療,治療
ちはる歯科,静岡県富士宮市大岩118-23,静岡県,院長 佐々木 千晴,自家多血小板血漿（PRP：Platelet Rich Plasma）を利用した口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
