医療法人　裕心会　いわさき歯科,福岡県小郡市力武255番地12,福岡県,岩﨑　友裕,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
赤坂ヴィーナスデンタルクリニック,東京都港区赤坂2-3-5 アカサカスターゲートプラザ2F,東京都,李　賢珠（岩城　賢珠）,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
歯科・川本医院,広島県広島市中区幟町13-4マツダビル3F,広島県,院長 川本 賀奈子,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
独立行政法人国立病院機構　千葉医療センター,千葉県千葉市中央区椿森4-1-2,千葉県,院長 森嶋 友一,自己血由来成分PRPを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団祥育会　浅川歯科,神奈川県平塚市夕陽ケ丘5-11,神奈川,小見山育代,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
もり歯科医院,福岡県北九州市小倉南区中貫1丁目14-13,福岡県,もり歯科医院　院長　森裕之,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団かさい歯科医院,福岡県福岡市博多区麦野一丁目29番8号,福岡県,医療法人社団かさい歯科医院　理事長　葛西 秀夫,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人貴志会　赤木歯科,大阪府高槻市高槻町7番25号,大阪府,医療法人貴志会　赤木歯科理事長　赤木誉,口腔インプラント治療に伴うPRP（Platelet Rich Plasma:自家多血小板血漿）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
山田歯科,愛知県岩倉市東町仙奈２４,愛知県,山田歯科　院長　山田修,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
三浦歯科医院,岩手県奥州市水沢秋葉町140,岩手県,院長 三浦 滋,自家多血小板血漿（PRP：Platelet Rich Plasma）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人　裕心会　いわさき歯科,福岡県小郡市力武255番地12,福岡県,岩﨑　友裕,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
赤坂ヴィーナスデンタルクリニック,東京都港区赤坂2-3-5 アカサカスターゲートプラザ2F,東京都,李　賢珠（岩城　賢珠）,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
歯科・川本医院,広島県広島市中区幟町13-4マツダビル3F,広島県,院長 川本 賀奈子,CGF（自家血小板含有フィブリンゲル）を用いた口腔内組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
独立行政法人国立病院機構　千葉医療センター,千葉県千葉市中央区椿森4-1-2,千葉県,院長 森嶋 友一,自己血由来成分PRPを利用した口腔内の骨及び軟組織の再生医療,医療法人社団順朋会再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団祥育会　浅川歯科,神奈川県平塚市夕陽ケ丘5-11,神奈川,小見山育代,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
もり歯科医院,福岡県北九州市小倉南区中貫1丁目14-13,福岡県,もり歯科医院　院長　森裕之,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
医療法人社団かさい歯科医院,福岡県福岡市博多区麦野一丁目29番8号,福岡県,医療法人社団かさい歯科医院　理事長　葛西 秀夫,口腔インプラント治療に伴うCGF（Concentrated Growth Factors：自己血液由来血小板成長因子含有フィブリンゲル）法による顎骨再生術又は歯周組織再生術,オカムラ歯科認定再生医療等委員会,頭部 (目(眼)/鼻/耳/口/歯/歯肉/顎/喉/脳/顔/毛髪/首/など),濃縮した血小板を用いる治療,治療
