山中 和樹,院長・医学博士,https://www.hospita.jp/media/46927/conversions/main-thumb.webp,やまなか腎泌尿器科クリニック,http://www.yamanaka-uroclinic.com/,06-6437-2777,男性,none,高知大学医学部,"日本抗加齢医学会専門医,泌尿器科専門医,性機能学会専門医"
福地 俊雄,院長・医学博士,https://www.hospita.jp/media/46796/conversions/main-thumb.webp,福地眼科,http://f-ganka.jp/,072-790-5050,男性,none,関西医科大学,"日本抗加齢医学会専門医,眼科専門医"
小谷 圭,院長・医学博士,https://www.hospita.jp/media/35666/conversions/main-thumb.webp,こたに糖尿病内科クリニック,none,078-857-5020,男性,none,神戸大学医学部,"日本抗加齢医学会専門医,糖尿病専門医"
糸氏 明子,内科、外科、婦人科、放射線科,https://www.hospita.jp/media/46727/conversions/main-thumb.webp,糸氏医院,https://itouji-clinic.com/,06-6681-2772,女性,none,関西医科大学,"日本抗加齢医学会専門医,産婦人科専門医"
田尻 豊和,院長・医学博士,https://www.hospita.jp/media/46701/conversions/main-thumb.webp,ブリスクリニック,https://bliss-clinic.com/,092-791-1441,男性,none,琉球大学医学部,"日本抗加齢医学会専門医,形成外科専門医"
喜田 智幸,院長・医学博士,https://www.hospita.jp/assets/images/noimage1.jpg,坂井瑠実クリニック,http://www.sakairumiclinic.jp/,078-822-8111,男性,none,none,"日本抗加齢医学会専門医,透析専門医"
藤本 可芳子,院長・医学博士,https://www.hospita.jp/media/33932/conversions/main-thumb.webp,フジモト眼科,https://www.cmc.gr.jp/,06-6351-1880,女性,none,関西医科大学,"日本抗加齢医学会専門医,眼科専門医"
木下 真一,医学博士,https://www.hospita.jp/media/46568/conversions/main-thumb.webp,木下内科クリニック,https://www.kinoshita.clinic/,06-6790-1200,男性,none,神戸大学医学部,"日本抗加齢医学会専門医,老年病専門医"
川口 貴行,院長・医学博士,https://www.hospita.jp/media/37870/conversions/main-thumb.webp,木下内科クリニック,https://www.kinoshita.clinic/,06-6790-1200,男性,none,神戸大学医学部,"総合内科専門医,日本抗加齢医学会専門医,糖尿病専門医,消化器病専門医,老年病専門医"
傍島 聰,院長・医学博士,https://www.hospita.jp/assets/images/noimage1.jpg,そばじまクリニック,https://soba-cli.com/,06-4309-2525,男性,none,大阪医科大学,"日本抗加齢医学会専門医,リウマチ専門医"
松下 幸司,院長,https://www.hospita.jp/media/33884/conversions/main-thumb.webp,松下内科クリニック,http://www.matsushita-naika-clinic.com/,06-6873-7800,男性,none,大阪大学医学部,"総合内科専門医,日本抗加齢医学会専門医,脳卒中専門医,神経内科専門医"
中川 由美子,院長・医学博士,https://www.hospita.jp/media/46533/conversions/main-thumb.webp,なかがわレディースクリニック,https://nakagawa-iin.net/,06-6671-0158,女性,none,東京医科大学,"日本抗加齢医学会専門医,産婦人科専門医"
藤本 雅彦,院長,https://www.hospita.jp/media/46532/conversions/main-thumb.webp,フジモト眼科,https://www.eye2-fujimoto.or.jp/,06-6704-5561,男性,none,none,"日本抗加齢医学会専門医,眼科専門医"
文元 裕道,院長,https://www.hospita.jp/media/38235/conversions/main-thumb.webp,なんばふみもとクリニック,none,06-6645-1007,男性,none,大阪医科大学,"救急科専門医,日本抗加齢医学会専門医,形成外科専門医"
小宗 弘幸,院長,https://www.hospita.jp/media/33915/conversions/main-thumb.webp,コムネクリニック,http://www.drkomune.com/,06-6120-7331,男性,none,大阪医科大学,"日本抗加齢医学会専門医,形成外科専門医,レーザー専門医"
小林 義幸,院長,https://www.hospita.jp/media/34017/conversions/main-thumb.webp,小林メディカルクリニック,http://www.kobayashi-medical.jp/,06-6337-8666,男性,none,金沢大学医薬保健学域医学類,"日本抗加齢医学会専門医,泌尿器科専門医"
福本 俊,院長,https://www.hospita.jp/media/46498/conversions/main-thumb.webp,小国病院,http://oguni-hp.com/,079-284-0381,"男性,女性ヘルスケア専門医",none,北海道大学医学部,"日本抗加齢医学会専門医,産婦人科専門医"
阪本 憲彦,院長,https://www.hospita.jp/media/46480/conversions/main-thumb.webp,えびすクリニック,https://ebisu-naika.com/,06-6224-3114,男性,none,none,"日本抗加齢医学会専門医,透析専門医"
北村 哲也,院長,https://www.hospita.jp/media/46475/conversions/main-thumb.webp,藤井寺敬任会クリニック,https://www.e-touseki.net/,072-930-0222,男性,none,none,"日本抗加齢医学会専門医,透析専門医,腎臓専門医"
辻 大,院長,https://www.hospita.jp/media/46367/conversions/main-thumb.webp,ツヂ病院,https://www.tsuji-hospital.or.jp/,06-6922-1236,男性,none,none,"外科専門医,日本抗加齢医学会専門医,消化器内視鏡専門医"
