草間 靖方,院長,https://www.hospita.jp/media/52107/conversions/main-thumb.webp,くさま内科クリニック,https://kusamanaika.info/,0263-87-0111,男性,none,信州大学医学部,"総合内科専門医,日本抗加齢医学会専門医,頭痛専門医"
松田 秀穂,院長,https://www.hospita.jp/media/52099/conversions/main-thumb.webp,まつだアイクリニック,http://matsuda-eye-clinic.com/,0263-52-0520,男性,none,聖マリアンナ医科大学,日本抗加齢医学会専門医
小石 清子,院長・医学博士,https://www.hospita.jp/assets/images/noimage1.jpg,清子クリニック,https://www.kiyoko.site/,075-231-8816,"女性,女性ヘルスケア専門医",none,none,"漢方専門医,日本抗加齢医学会専門医,産婦人科専門医"
浦田 哲郎,内科、消化器科、糖尿病内科、内視鏡科、整形外科、漢方内科、リハビリテーション科、婦人科、人間ドック、健康診断、在宅診療,https://www.hospita.jp/media/35370/conversions/main-thumb.webp,浦田クリニック,none,0765-22-5053,男性,none,金沢医科大学,"産業衛生専門医,日本抗加齢医学会専門医,温泉療法専門医,認定スポーツ医専門医"
生駒 友美,院長,https://www.hospita.jp/media/36566/conversions/main-thumb.webp,いこまともみレディースクリニック,http://www.ikomatomomi-clinic.jp/,076-216-0123,女性,none,金沢大学医薬保健学域医学類,"日本抗加齢医学会専門医,産婦人科専門医,日本臨床細胞学会 細胞診専門医"
松田 博,院長・医学博士,https://www.hospita.jp/media/35380/conversions/main-thumb.webp,さくら内科・脳神経クリニック,https://toyamasakura.com/,076-432-0039,男性,none,東海大学医学部,"日本抗加齢医学会専門医,脳卒中専門医,神経内科専門医,頭痛専門医"
齊藤 周子,院長,https://www.hospita.jp/media/51973/conversions/main-thumb.webp,斉藤眼科医院,https://saito-ganka.jp/,0766-23-3218,女性,none,東京女子医科大学,"日本抗加齢医学会専門医,眼科専門医"
小林 織絵,院長・医学博士,https://www.hospita.jp/media/36214/conversions/main-thumb.webp,梓川診療所,http://www.azusa-clinic.jp/,0263-78-2058,女性,none,帝京大学医学部,"日本抗加齢医学会専門医,呼吸器専門医"
水野 敏博,院長・医学博士,https://www.hospita.jp/media/51906/conversions/main-thumb.webp,みずの眼科クリニック,http://www.myclinic.ne.jp/mizuno/pc/,076-428-4371,男性,none,none,"日本抗加齢医学会専門医,眼科専門医"
中村 聖香,院長,https://www.hospita.jp/media/51766/conversions/main-thumb.webp,せいかクリニック,http://xjs.jp/,0742-46-8666,女性,none,関西医科大学,"日本抗加齢医学会専門医,神経内科専門医"
土屋 沙緒,院長,https://www.hospita.jp/media/40763/conversions/main-thumb.webp,すなおクリニック,none,075-254-7331,女性,none,東京大学医学部,"日本抗加齢医学会専門医,形成外科専門医"
香月 憲一,院長,https://www.hospita.jp/media/37912/conversions/main-thumb.webp,学園南クリニック,none,0742-51-9111,男性,none,大阪市立大学医学部,"日本抗加齢医学会専門医,リウマチ専門医,整形外科専門医,認定リウマチ医専門医,手の外科専門医"
徳山 隆彦,院長・医学博士,https://www.hospita.jp/media/51597/conversions/main-thumb.webp,とくやまクリニック,https://tokuyama-clinic.net/,043-239-6539,男性,none,東京医科大学,"日本抗加齢医学会専門医,糖尿病専門医"
吉汲 宏毅,院長・医学博士,https://www.hospita.jp/assets/images/noimage1.jpg,つくし座クリニック,https://tsukushiza-clinic.com/,043-421-0255,男性,none,徳島大学医学部,"日本抗加齢医学会専門医,消化器病専門医,消化器内視鏡専門医,肝臓専門医"
竹内 幹人,院長・医学博士,https://www.hospita.jp/assets/images/noimage1.jpg,パークサイド栄クリニック,http://parksideclinic-sakae.com/,052-262-2030,男性,none,東海大学医学部,"日本抗加齢医学会専門医,産婦人科専門医"
武藤 剛,院長,https://www.hospita.jp/media/51318/conversions/main-thumb.webp,ゆりの木クリニック,http://yurinoki-clinic.jp/,043-290-1700,男性,none,藤田保健衛生大学,"外科専門医,日本抗加齢医学会専門医"
福田 世一,院長・医学博士,https://www.hospita.jp/media/51212/conversions/main-thumb.webp,小倉台福田医院,http://www.clinic-fukuda.jp/,043-234-1991,男性,none,none,"日本抗加齢医学会専門医,透析専門医"
田村 由美子,院長,https://www.hospita.jp/media/51210/conversions/main-thumb.webp,田村ゆみこ内科クリニック,http://www.tamurayumiko-clinic.com/,043-296-9255,女性,none,帝京大学医学部,"日本抗加齢医学会専門医,消化器病専門医"
千葉 ちえ,院長,https://www.hospita.jp/media/45339/conversions/main-thumb.webp,メディカルスキンケアYOUクリニック,none,03-6434-9393,女性,none,岩手医科大学,"日本抗加齢医学会専門医,皮膚科専門医,レーザー専門医"
田中 亨,医学博士,https://www.hospita.jp/media/51012/conversions/main-thumb.webp,たなか医院,https://tanaka-iin.com/,0276-62-2881,男性,none,none,"日本抗加齢医学会専門医,循環器専門医"
