大迫 靖子,院長・医学博士,https://www.hospita.jp/assets/images/noimage1.jpg,momウィメンズクリニックおおさこ,https://www.momclinic.net/,06-4865-7007,女性,none,大阪医科大学,"日本抗加齢医学会専門医,産婦人科専門医"
稲垣 一道,院長,https://www.hospita.jp/assets/images/noimage1.jpg,いながきクリニック,http://daitoukai.jp/,06-6310-1343,男性,none,藤田保健衛生大学,"総合内科専門医,日本抗加齢医学会専門医,甲状腺専門医,内分泌代謝科専門医,糖尿病専門医"
齋藤 壽子,院長,https://www.hospita.jp/media/45208/conversions/main-thumb.webp,ひとみ眼科クリニック,http://oculist.jp/,042-329-8002,女性,none,埼玉医科大学,"日本抗加齢医学会専門医,眼科専門医"
野村 哲也,医学博士,https://www.hospita.jp/media/45200/conversions/main-thumb.webp,葛飾在宅ケアクリニック,http://www.zaitaku-clinic.jp/,03-5660-2811,男性,none,筑波大学医学系,"日本抗加齢医学会専門医,消化器病専門医,消化器内視鏡専門医"
岡本 昌也,院長,https://www.hospita.jp/assets/images/noimage1.jpg,おかもと頭痛めまいクリニック,http://www.okamoto-oc.com/,06-6831-3916,男性,none,大阪大学医学部,"総合内科専門医,日本抗加齢医学会専門医,脳卒中専門医,頭痛専門医,認知症専門医,精神科専門医"
内山 克己,院長・医学博士,https://www.hospita.jp/media/44969/conversions/main-thumb.webp,内山クリニック,https://www.uchiyama-cli.com/,03-5355-3535,男性,none,東京慈恵会医科大学,"臨床検査専門医,日本抗加齢医学会専門医"
安井 潔,院長・医学博士,https://www.hospita.jp/media/33055/conversions/main-thumb.webp,四ツ橋診療所,none,06-6532-0148,男性,none,none,"日本抗加齢医学会専門医,循環器専門医,超音波専門医"
田村 拓二,院長,https://www.hospita.jp/media/44848/conversions/main-thumb.webp,天王洲内科医院,http://www.tennozunaika.jp/,03-6712-0086,男性,none,帝京大学医学部,日本抗加齢医学会専門医
菅波 絵理,院長・医学博士,https://www.hospita.jp/media/44788/conversions/main-thumb.webp,板橋すばる眼科,http://www.subaru-eye.com/,03-6905-3511,女性,none,奈良県立医科大学,"日本抗加齢医学会専門医,眼科専門医"
上田 真,院長,https://www.hospita.jp/media/44757/conversions/main-thumb.webp,汐留ガーデンクリニック,https://www.shiodomegc.com/,03-5537-8080,男性,none,東京慈恵会医科大学,日本抗加齢医学会専門医
倉田 大輔,院長,https://www.hospita.jp/media/44683/conversions/main-thumb.webp,さくらクリニック,http://www.sakura-beauty.jp/,03-5911-0809,男性,none,日本大学医学部,日本抗加齢医学会専門医
尾崎 弘岳,院長,https://www.hospita.jp/assets/images/noimage1.jpg,おざきスキンクリニック,http://www.ozakiskinclinic.com/,042-788-4112,none,none,none,"日本抗加齢医学会専門医,皮膚科専門医,レーザー専門医"
陣内 賢,医学博士,https://www.hospita.jp/media/35046/conversions/main-thumb.webp,陣内耳鼻咽喉科クリニック,none,03-3370-6635,男性,none,滋賀医科大学,"日本抗加齢医学会専門医,耳鼻咽喉科専門医"
朴 智華,院長,https://www.hospita.jp/media/44536/conversions/main-thumb.webp,華アイクリニック,https://hana-eye.net/,044-850-3580,女性,none,東海大学医学部,"日本抗加齢医学会専門医,眼科専門医"
杉本 一朗,脳神経外科、眼科,https://www.hospita.jp/media/44458/conversions/main-thumb.webp,あかね台眼科脳神経外科クリニック,none,045-961-2118,男性,none,東海大学医学部,"日本抗加齢医学会専門医,脳神経外科専門医"
御川 安仁,院長・医学博士,https://www.hospita.jp/media/44421/conversions/main-thumb.webp,ナチュラルアートクリニック,http://naturalartclinic.com/,03-6256-8448,男性,none,岡山大学医学部,"救急科専門医,日本抗加齢医学会専門医"
石井 聡,院長・医学博士,https://www.hospita.jp/media/41230/conversions/main-thumb.webp,九段下駅前ココクリニック,none,03-5212-5551,男性,none,日本医科大学,"総合内科専門医,日本抗加齢医学会専門医"
澤登 雅一,院長・医学博士,https://www.hospita.jp/assets/images/noimage1.jpg,三番町ごきげんクリニック,http://www.kenko.org/,03-3237-0072,男性,none,東京慈恵会医科大学,"総合内科専門医,日本抗加齢医学会専門医,血液専門医"
野口 圭,院長,https://www.hospita.jp/media/44374/conversions/main-thumb.webp,西府ひかり眼科,none,042-360-4146,男性,none,防衛医科大学校,"日本抗加齢医学会専門医,眼科専門医"
中村 光康,院長・医学博士,https://www.hospita.jp/media/38503/conversions/main-thumb.webp,中村麻布十番クリニック,http://www.nakamura-a10clinic.com/,03-5419-7300,男性,none,慶應義塾大学医学部,"総合内科専門医,日本抗加齢医学会専門医,消化器病専門医,消化器内視鏡専門医,肝臓専門医"
